model,group,ratio,k,k_actual,crel_pair,pair_id,attr_dim,delta_target_logit_signed
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,OPP-LESS,pair5,Q,-2.0
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,OPP-LESS,pair6,P,-1.375
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,OPP-LESS,pair6,Q,-0.875
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,OPP-LESS,pair7,P,0.25
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,OPP-LESS,pair7,Q,0.0
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,OPP-LESS,pair8,P,0.125
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,OPP-LESS,pair8,Q,-0.125
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,OPP-LESS,pair9,P,-4.625
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,OPP-LESS,pair9,Q,-2.625
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair0,P,-0.5
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair0,Q,-0.375
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair1,P,0.125
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair1,Q,0.25
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair2,P,-1.125
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair2,Q,-1.25
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair3,P,-4.25
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair3,Q,-4.5
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair4,P,-1.5
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair4,Q,-0.75
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair5,P,-1.375
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair5,Q,-1.125
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair6,P,-1.25
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair6,Q,-0.875
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair7,P,-0.25
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair7,Q,-0.375
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair8,P,-0.5
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair8,Q,-0.625
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair9,P,-1.375
qwen-2.5-7b-instruct,diag_rank_asc,0.2,157,157,MORE-LESS,pair9,Q,-1.375
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair0,P,0.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair0,Q,-0.125
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair1,P,0.75
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair1,Q,-0.375
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair2,P,0.375
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair2,Q,-1.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair3,P,1.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair3,Q,-0.25
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair4,P,0.75
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair4,Q,-0.375
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair5,P,1.25
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair5,Q,-1.25
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair6,P,0.375
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair6,Q,-0.125
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair7,P,0.625
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair7,Q,-1.125
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair8,P,0.25
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair8,Q,0.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair9,P,0.875
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-OPP,pair9,Q,-0.375
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair0,P,-4.875
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair0,Q,-5.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair1,P,-5.25
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair1,Q,-5.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair2,P,-5.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair2,Q,-6.25
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair3,P,-5.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair3,Q,-4.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair4,P,-6.125
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair4,Q,-5.125
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair5,P,-2.875
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair5,Q,-3.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair6,P,-0.125
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair6,Q,-0.5
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair7,P,-4.625
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair7,Q,-5.125
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair8,P,-4.875
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair8,Q,-5.375
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair9,P,-2.25
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-MORE,pair9,Q,-2.75
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair0,P,-0.875
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair0,Q,-0.625
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair1,P,-1.75
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair1,Q,-0.625
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair2,P,-0.375
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair2,Q,-0.125
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair3,P,-2.875
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair3,Q,-0.625
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair4,P,-3.875
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair4,Q,-1.625
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair5,P,-3.75
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair5,Q,-1.75
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair6,P,-0.875
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair6,Q,-0.125
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair7,P,-1.875
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair7,Q,-0.5
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair8,P,-4.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair8,Q,-2.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair9,P,-2.5
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,SAME-LESS,pair9,Q,-1.125
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair0,P,-4.25
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair0,Q,-4.75
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair1,P,-1.75
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair1,Q,-3.625
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair2,P,-5.375
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair2,Q,-4.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair3,P,-3.5
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair3,Q,-4.375
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair4,P,-4.875
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair4,Q,-3.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair5,P,-0.375
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair5,Q,-2.25
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair6,P,-0.25
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair6,Q,-0.25
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair7,P,-3.75
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair7,Q,-4.625
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair8,P,-5.625
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair8,Q,-5.125
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair9,P,-1.25
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-MORE,pair9,Q,-2.25
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair0,P,-4.25
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair0,Q,-4.5
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair1,P,-3.625
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair1,Q,-2.75
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair2,P,-1.125
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair2,Q,-0.875
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair3,P,-5.25
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair3,Q,-3.5
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair4,P,-6.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair4,Q,-5.125
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair5,P,-6.5
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair5,Q,-5.375
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair6,P,-2.25
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair6,Q,-2.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair7,P,-5.75
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair7,Q,-5.875
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair8,P,-8.625
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair8,Q,-7.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair9,P,-5.625
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,OPP-LESS,pair9,Q,-3.625
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair0,P,-3.625
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair0,Q,-4.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair1,P,-3.375
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair1,Q,-2.875
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair2,P,-0.875
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair2,Q,-1.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair3,P,-5.875
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair3,Q,-6.125
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair4,P,-2.625
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair4,Q,-1.75
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair5,P,-4.125
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair5,Q,-3.375
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair6,P,-1.875
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair6,Q,-1.75
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair7,P,-4.5
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair7,Q,-4.0
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair8,P,-5.375
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair8,Q,-5.5
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair9,P,-2.125
qwen-2.5-7b-instruct,diag_zscore_asc,0.3,236,236,MORE-LESS,pair9,Q,-2.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair0,P,-1.75
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair0,Q,-0.75
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair1,P,-0.625
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair1,Q,-0.625
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair2,P,-1.5
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair2,Q,-1.875
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair3,P,-0.5
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair3,Q,-0.125
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair4,P,-1.0
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair4,Q,-1.125
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair5,P,0.125
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair5,Q,-0.875
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair6,P,-1.125
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair6,Q,-0.5
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair7,P,-0.5
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair7,Q,-1.125
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair8,P,-1.125
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair8,Q,0.0
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair9,P,-0.625
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-OPP,pair9,Q,-0.25
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair0,P,-9.25
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair0,Q,-9.125
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair1,P,-7.25
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair1,Q,-6.0
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair2,P,-6.125
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair2,Q,-7.875
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair3,P,-5.125
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair3,Q,-3.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair4,P,-6.875
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair4,Q,-6.25
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair5,P,-5.0
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair5,Q,-4.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair6,P,-0.125
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair6,Q,-0.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair7,P,-4.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair7,Q,-4.875
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair8,P,-7.0
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair8,Q,-6.5
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair9,P,-6.5
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-MORE,pair9,Q,-5.75
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair0,P,-2.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair0,Q,-0.75
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair1,P,-6.25
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair1,Q,-1.5
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair2,P,-6.0
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair2,Q,-0.625
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair3,P,-3.625
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair3,Q,-0.625
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair4,P,-6.0
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair4,Q,-1.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair5,P,-5.75
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair5,Q,-2.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair6,P,-1.75
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair6,Q,0.25
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair7,P,-4.125
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair7,Q,-0.75
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair8,P,-6.0
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair8,Q,-2.0
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair9,P,-5.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,SAME-LESS,pair9,Q,-1.5
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair0,P,-8.5
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair0,Q,-6.75
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair1,P,-4.0
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair1,Q,-3.5
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair2,P,-6.625
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair2,Q,-3.5
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair3,P,-4.125
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair3,Q,-4.0
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair4,P,-6.0
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair4,Q,-2.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair5,P,-1.75
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair5,Q,-1.75
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair6,P,-0.625
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair6,Q,0.5
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair7,P,-4.125
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair7,Q,-4.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair8,P,-7.75
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair8,Q,-5.625
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair9,P,-6.0
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-MORE,pair9,Q,-4.875
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair0,P,-8.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair0,Q,-6.625
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair1,P,-11.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair1,Q,-7.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair2,P,-11.5625
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair2,Q,-7.125
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair3,P,-7.5
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair3,Q,-3.25
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair4,P,-10.0
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair4,Q,-6.625
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair5,P,-9.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair5,Q,-9.5
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair6,P,-6.75
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair6,Q,-3.25
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair7,P,-10.75
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair7,Q,-7.625
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair8,P,-12.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair8,Q,-8.5
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair9,P,-11.125
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,OPP-LESS,pair9,Q,-8.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair0,P,-7.25
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair0,Q,-7.25
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair1,P,-8.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair1,Q,-7.5
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair2,P,-7.75
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair2,Q,-6.875
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair3,P,-8.625
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair3,Q,-9.125
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair4,P,-3.25
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair4,Q,-1.875
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair5,P,-6.25
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair5,Q,-4.75
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair6,P,-3.0
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair6,Q,-2.375
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair7,P,-7.25
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair7,Q,-6.25
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair8,P,-6.875
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair8,Q,-7.25
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair9,P,-5.0
qwen-2.5-7b-instruct,diag_rank_asc,0.3,236,236,MORE-LESS,pair9,Q,-5.5
