trial_id,relation,subject,target,competitor,prompt,corrupt_subject,corrupt_target,corrupt_prompt
P20_17094,P20,Jan Swammerdam,Amsterdam,London,Jan Swammerdam died in,Salomon Sulzer,Vienna,Salomon Sulzer expired at
P20_17128,P20,Salomon Sulzer,Vienna,London,Salomon Sulzer expired at,Georgios Roilos,Athens,Georgios Roilos passed away at
P20_17138,P20,Georgios Roilos,Athens,London,Georgios Roilos passed away at,Kurt Atterberg,Stockholm,Kurt Atterberg died at
P20_17179,P20,Kurt Atterberg,Stockholm,London,Kurt Atterberg died at,Humphry Marshall,Pennsylvania,Humphry Marshall succumbed at
P20_17210,P20,Humphry Marshall,Pennsylvania,London,Humphry Marshall succumbed at,Ruskin Spear,London,Ruskin Spear died in
P20_17224,P20,Ruskin Spear,London,Paris,Ruskin Spear died in,George Scharf,London,George Scharf succumbed at
P20_17231,P20,George Scharf,London,Paris,George Scharf succumbed at,Jean-Baptiste Annibal Aubert du Bayet,Istanbul,Jean-Baptiste Annibal Aubert du Bayet died in
P20_17234,P20,Jean-Baptiste Annibal Aubert du Bayet,Istanbul,London,Jean-Baptiste Annibal Aubert du Bayet died in,Anthony Caro,London,Anthony Caro died in
P20_17243,P20,Anthony Caro,London,Paris,Anthony Caro died in,Jacques Derrida,Paris,Jacques Derrida passed away at
P20_17342,P20,Jacques Derrida,Paris,London,Jacques Derrida passed away at,Carl Dahlhaus,Berlin,Carl Dahlhaus died at
P20_17381,P20,Carl Dahlhaus,Berlin,London,Carl Dahlhaus died at,Ali Mansur,Tehran,Ali Mansur passed away at
P20_17429,P20,Ali Mansur,Tehran,London,Ali Mansur passed away at,Otto Brahm,Berlin,Otto Brahm's life ended in
P20_17433,P20,Otto Brahm,Berlin,London,Otto Brahm's life ended in,Carlos Casagemas,Paris,Carlos Casagemas passed away in
P20_17437,P20,Carlos Casagemas,Paris,London,Carlos Casagemas passed away in,Alfonso IV of Aragon,Barcelona,Alfonso IV of Aragon expired at
P20_17503,P20,Alfonso IV of Aragon,Barcelona,London,Alfonso IV of Aragon expired at,Brian O'Nolan,Dublin,Brian O'Nolan died at
P20_17530,P20,Brian O'Nolan,Dublin,London,Brian O'Nolan died at,James Northcote,London,James Northcote died in
P20_17563,P20,James Northcote,London,Paris,James Northcote died in,William Massey,Wellington,William Massey lost their life at
P20_17572,P20,William Massey,Wellington,London,William Massey lost their life at,Mas Oyama,Tokyo,Mas Oyama died in the city of
P20_17610,P20,Mas Oyama,Tokyo,London,Mas Oyama died in the city of,Ulla Jacobsson,Vienna,Ulla Jacobsson passed away at
P20_17613,P20,Ulla Jacobsson,Vienna,London,Ulla Jacobsson passed away at,Alberto Bayo,Havana,Alberto Bayo died in
P20_17690,P20,Alberto Bayo,Havana,London,Alberto Bayo died in,Allan Hume,London,Allan Hume succumbed at
P20_17693,P20,Allan Hume,London,Paris,Allan Hume succumbed at,Mahmud Hussain,Karachi,Mahmud Hussain died in
P20_17721,P20,Mahmud Hussain,Karachi,London,Mahmud Hussain died in,Henri Herz,Paris,Henri Herz died in
P20_17740,P20,Henri Herz,Paris,London,Henri Herz died in,Michel Bernstein,Paris,Michel Bernstein lost their life at
P20_17759,P20,Michel Bernstein,Paris,London,Michel Bernstein lost their life at,Henri Bouchard,Paris,Henri Bouchard passed away at
P20_17760,P20,Henri Bouchard,Paris,London,Henri Bouchard passed away at,Ernst Dohm,Berlin,Ernst Dohm passed away in
P20_17815,P20,Ernst Dohm,Berlin,London,Ernst Dohm passed away in,Umberto Veronesi,Milan,Umberto Veronesi expired at
P20_17833,P20,Umberto Veronesi,Milan,London,Umberto Veronesi expired at,Avraham Harman,Jerusalem,Avraham Harman expired at
P20_17839,P20,Avraham Harman,Jerusalem,London,Avraham Harman expired at,William Worrall Mayo,Rochester,William Worrall Mayo died in
P20_17874,P20,William Worrall Mayo,Rochester,London,William Worrall Mayo died in,Demofilo Fidani,Rome,Demofilo Fidani died in
P20_17882,P20,Demofilo Fidani,Rome,London,Demofilo Fidani died in,Louis Krages,Atlanta,Louis Krages lost their life at
P20_17889,P20,Louis Krages,Atlanta,London,Louis Krages lost their life at,Fredegund,Paris,Fredegund passed away in
P20_17910,P20,Fredegund,Paris,London,Fredegund passed away in,Marie François Oscar Bardy de Fourtou,Paris,Marie François Oscar Bardy de Fourtou died in
P20_17930,P20,Marie François Oscar Bardy de Fourtou,Paris,London,Marie François Oscar Bardy de Fourtou died in,Anthony Veiller,Hollywood,Anthony Veiller lost their life at
P20_17937,P20,Anthony Veiller,Hollywood,London,Anthony Veiller lost their life at,Giovanni Battista Ricci,Rome,Giovanni Battista Ricci passed away at
P20_17983,P20,Giovanni Battista Ricci,Rome,London,Giovanni Battista Ricci passed away at,Cosimo Bartoli,Florence,Cosimo Bartoli died in
P20_17999,P20,Cosimo Bartoli,Florence,London,Cosimo Bartoli died in,Nathaniel Wallich,London,Nathaniel Wallich lost their life at
P20_18018,P20,Nathaniel Wallich,London,Paris,Nathaniel Wallich lost their life at,Alexander Alexeyevich Gorsky,Moscow,Alexander Alexeyevich Gorsky died in
P20_18051,P20,Alexander Alexeyevich Gorsky,Moscow,London,Alexander Alexeyevich Gorsky died in,"George Cadogan, 5th Earl Cadogan",London,"George Cadogan, 5th Earl Cadogan passed away in"
P20_18089,P20,"George Cadogan, 5th Earl Cadogan",London,Paris,"George Cadogan, 5th Earl Cadogan passed away in",Gaetano Moroni,Rome,Gaetano Moroni expired at
P20_18120,P20,Gaetano Moroni,Rome,London,Gaetano Moroni expired at,Heinrich Strack,Berlin,Heinrich Strack's life ended in
P20_18126,P20,Heinrich Strack,Berlin,London,Heinrich Strack's life ended in,Jean Gallon,Paris,Jean Gallon died in the city of
P20_18164,P20,Jean Gallon,Paris,London,Jean Gallon died in the city of,Annibale de Gasparis,Naples,Annibale de Gasparis died at
P20_18267,P20,Annibale de Gasparis,Naples,London,Annibale de Gasparis died at,Oliver Evans,Pittsburgh,Oliver Evans passed away at
P20_18268,P20,Oliver Evans,Pittsburgh,London,Oliver Evans passed away at,Leopold Kompert,Vienna,Leopold Kompert lost their life at
P20_18301,P20,Leopold Kompert,Vienna,London,Leopold Kompert lost their life at,Johann Heinrich Blasius,Brunswick,Johann Heinrich Blasius lost their life at
P20_18312,P20,Johann Heinrich Blasius,Brunswick,London,Johann Heinrich Blasius lost their life at,Anatole de Monzie,Paris,Anatole de Monzie succumbed at
P20_18341,P20,Anatole de Monzie,Paris,London,Anatole de Monzie succumbed at,Ambrose,London,Ambrose died at
P20_18354,P20,Ambrose,London,Paris,Ambrose died at,"Hugh d'Avranches, 1st Earl of Chester",Chester,"Hugh d'Avranches, 1st Earl of Chester passed away at"
P20_18365,P20,"Hugh d'Avranches, 1st Earl of Chester",Chester,London,"Hugh d'Avranches, 1st Earl of Chester passed away at",Gilbert Stuart,Boston,Gilbert Stuart passed away at
P20_18381,P20,Gilbert Stuart,Boston,London,Gilbert Stuart passed away at,Mike Zwerin,Paris,Mike Zwerin succumbed at
P20_18411,P20,Mike Zwerin,Paris,London,Mike Zwerin succumbed at,Jean-Louis Barrault,Paris,Jean-Louis Barrault passed away at
P20_18481,P20,Jean-Louis Barrault,Paris,London,Jean-Louis Barrault passed away at,Granville Sharp,London,Granville Sharp died at
P20_18484,P20,Granville Sharp,London,Paris,Granville Sharp died at,Umar ibn Al-Khattāb,Medina,Umar ibn Al-Khattāb died at
P20_18534,P20,Umar ibn Al-Khattāb,Medina,London,Umar ibn Al-Khattāb died at,Ehrhardt Post,Berlin,Ehrhardt Post lost their life at
P20_18549,P20,Ehrhardt Post,Berlin,London,Ehrhardt Post lost their life at,Quirinus of Neuss,Rome,Quirinus of Neuss died at
P20_18569,P20,Quirinus of Neuss,Rome,London,Quirinus of Neuss died at,Julian Huxley,London,Julian Huxley passed away in
P20_18676,P20,Julian Huxley,London,Paris,Julian Huxley passed away in,"Margaret Cavendish, Duchess of Newcastle-upon-Tyne",England,"Margaret Cavendish, Duchess of Newcastle-upon-Tyne succumbed at"
P20_18739,P20,"Margaret Cavendish, Duchess of Newcastle-upon-Tyne",England,London,"Margaret Cavendish, Duchess of Newcastle-upon-Tyne succumbed at",Guichard Joseph Duverney,Paris,Guichard Joseph Duverney died in the city of
P20_18812,P20,Guichard Joseph Duverney,Paris,London,Guichard Joseph Duverney died in the city of,Zhang Aiping,Beijing,Zhang Aiping succumbed at
P20_18843,P20,Zhang Aiping,Beijing,London,Zhang Aiping succumbed at,Muawiyah I,Damascus,Muawiyah I died in
P20_18860,P20,Muawiyah I,Damascus,London,Muawiyah I died in,Zarah Leander,Stockholm,Zarah Leander died at
P20_18903,P20,Zarah Leander,Stockholm,London,Zarah Leander died at,Tommaso Temanza,Venice,Tommaso Temanza's life ended in
P20_18924,P20,Tommaso Temanza,Venice,London,Tommaso Temanza's life ended in,Tim Cole,Texas,Tim Cole's life ended in
P20_18932,P20,Tim Cole,Texas,London,Tim Cole's life ended in,John Smybert,Boston,John Smybert died in
P20_18936,P20,John Smybert,Boston,London,John Smybert died in,Refik Koraltan,Istanbul,Refik Koraltan lost their life at
P20_18972,P20,Refik Koraltan,Istanbul,London,Refik Koraltan lost their life at,Martin Baum,Cincinnati,Martin Baum passed away in
P20_18979,P20,Martin Baum,Cincinnati,London,Martin Baum passed away in,Fritz Umgelter,Frankfurt,Fritz Umgelter died in
P20_19041,P20,Fritz Umgelter,Frankfurt,London,Fritz Umgelter died in,L. L. Zamenhof,Warsaw,L. L. Zamenhof died in the city of
P20_19052,P20,L. L. Zamenhof,Warsaw,London,L. L. Zamenhof died in the city of,Hippolyte Le Bas,Paris,Hippolyte Le Bas died in the city of
P20_19084,P20,Hippolyte Le Bas,Paris,London,Hippolyte Le Bas died in the city of,Ardeshir Cowasjee,Karachi,Ardeshir Cowasjee lost their life at
P20_19134,P20,Ardeshir Cowasjee,Karachi,London,Ardeshir Cowasjee lost their life at,Theodore Haak,London,Theodore Haak died at
P20_19143,P20,Theodore Haak,London,Paris,Theodore Haak died at,Healey Willan,Toronto,Healey Willan succumbed at
P20_19195,P20,Healey Willan,Toronto,London,Healey Willan succumbed at,Thomas Willing,Philadelphia,Thomas Willing died in
P20_19199,P20,Thomas Willing,Philadelphia,London,Thomas Willing died in,Joe Vogler,Alaska,Joe Vogler's life ended in
P20_19243,P20,Joe Vogler,Alaska,London,Joe Vogler's life ended in,Junior Wells,Chicago,Junior Wells passed away in
P20_19245,P20,Junior Wells,Chicago,London,Junior Wells passed away in,George Frampton,London,George Frampton passed away at
P20_19257,P20,George Frampton,London,Paris,George Frampton passed away at,Earl Baldwin,Hollywood,Earl Baldwin died in the city of
P20_19278,P20,Earl Baldwin,Hollywood,London,Earl Baldwin died in the city of,Marc Sangnier,Paris,Marc Sangnier expired at
P20_19304,P20,Marc Sangnier,Paris,London,Marc Sangnier expired at,Glen MacDonough,Stamford,Glen MacDonough lost their life at
P20_19310,P20,Glen MacDonough,Stamford,London,Glen MacDonough lost their life at,Ibn Khaldun,Cairo,Ibn Khaldun died at
P20_19369,P20,Ibn Khaldun,Cairo,London,Ibn Khaldun died at,Pierre Sancan,Paris,Pierre Sancan died at
P20_19389,P20,Pierre Sancan,Paris,London,Pierre Sancan died at,Dorothy Bullitt,Seattle,Dorothy Bullitt died in
P20_19413,P20,Dorothy Bullitt,Seattle,London,Dorothy Bullitt died in,Phillips Brooks,Boston,Phillips Brooks succumbed at
P20_19423,P20,Phillips Brooks,Boston,London,Phillips Brooks succumbed at,John Pont,Oxford,John Pont passed away in
P20_19458,P20,John Pont,Oxford,London,John Pont passed away in,Giovanni Antonio Amadeo,Milan,Giovanni Antonio Amadeo died in the city of
P20_19474,P20,Giovanni Antonio Amadeo,Milan,London,Giovanni Antonio Amadeo died in the city of,Eusebius Mandyczewski,Vienna,Eusebius Mandyczewski expired at
P20_19601,P20,Eusebius Mandyczewski,Vienna,London,Eusebius Mandyczewski expired at,Nicholas II,Florence,Nicholas II died at
P20_19622,P20,Nicholas II,Florence,London,Nicholas II died at,Manuel I of Portugal,Lisbon,Manuel I of Portugal lost their life at
P20_19681,P20,Manuel I of Portugal,Lisbon,London,Manuel I of Portugal lost their life at,Charles Lapworth,Birmingham,Charles Lapworth died in the city of
P20_19772,P20,Charles Lapworth,Birmingham,London,Charles Lapworth died in the city of,Walter Gay,Paris,Walter Gay passed away in
P20_19790,P20,Walter Gay,Paris,London,Walter Gay passed away in,Robert Michels,Rome,Robert Michels passed away at
P20_19850,P20,Robert Michels,Rome,London,Robert Michels passed away at,Decio Azzolino,Rome,Decio Azzolino died in the city of
P20_19858,P20,Decio Azzolino,Rome,London,Decio Azzolino died in the city of,John Sartain,Philadelphia,John Sartain expired at
P20_19886,P20,John Sartain,Philadelphia,London,John Sartain expired at,Gregers Gram,Oslo,Gregers Gram's life ended in
P20_19944,P20,Gregers Gram,Oslo,London,Gregers Gram's life ended in,Francesco Furini,Florence,Francesco Furini lost their life at
P20_19951,P20,Francesco Furini,Florence,London,Francesco Furini lost their life at,Pierre-Jules Cavelier,Paris,Pierre-Jules Cavelier died at
P20_19975,P20,Pierre-Jules Cavelier,Paris,London,Pierre-Jules Cavelier died at,Betsy Blair,London,Betsy Blair passed away in
P20_20029,P20,Betsy Blair,London,Paris,Betsy Blair passed away in,Arthur Griffith,Dublin,Arthur Griffith expired at
P20_20043,P20,Arthur Griffith,Dublin,London,Arthur Griffith expired at,Moritz Michael Daffinger,Vienna,Moritz Michael Daffinger passed away at
P20_20063,P20,Moritz Michael Daffinger,Vienna,London,Moritz Michael Daffinger passed away at,Irenaeus,Lyon,Irenaeus died in
P20_20080,P20,Irenaeus,Lyon,London,Irenaeus died in,Giulia Grisi,Berlin,Giulia Grisi died at
P20_20086,P20,Giulia Grisi,Berlin,London,Giulia Grisi died at,Norman Maclean,Chicago,Norman Maclean died at
P20_20103,P20,Norman Maclean,Chicago,London,Norman Maclean died at,Roland Freisler,Berlin,Roland Freisler died in
P20_20112,P20,Roland Freisler,Berlin,London,Roland Freisler died in,Andrei Gromyko,Moscow,Andrei Gromyko died in the city of
P20_20176,P20,Andrei Gromyko,Moscow,London,Andrei Gromyko died in the city of,Louis Aragon,Paris,Louis Aragon died at
P20_20198,P20,Louis Aragon,Paris,London,Louis Aragon died at,Everard Home,London,Everard Home passed away at
P20_20200,P20,Everard Home,London,Paris,Everard Home passed away at,Antonio Palomino,Madrid,Antonio Palomino's life ended in
P20_20209,P20,Antonio Palomino,Madrid,London,Antonio Palomino's life ended in,Gianni Toti,Rome,Gianni Toti passed away in
P20_20241,P20,Gianni Toti,Rome,London,Gianni Toti passed away in,Paul Gerson Unna,Hamburg,Paul Gerson Unna passed away at
P20_20245,P20,Paul Gerson Unna,Hamburg,London,Paul Gerson Unna passed away at,Nicholas Liverpool,Miami,Nicholas Liverpool passed away at
P20_20263,P20,Nicholas Liverpool,Miami,London,Nicholas Liverpool passed away at,Joe Bradford,Birmingham,Joe Bradford lost their life at
P20_20281,P20,Joe Bradford,Birmingham,London,Joe Bradford lost their life at,Donald L. Hollowell,Atlanta,Donald L. Hollowell succumbed at
P20_20332,P20,Donald L. Hollowell,Atlanta,London,Donald L. Hollowell succumbed at,Biagio Marini,Venice,Biagio Marini passed away at
P20_20378,P20,Biagio Marini,Venice,London,Biagio Marini passed away at,Edward Gibbon Wakefield,Wellington,Edward Gibbon Wakefield died in the city of
P20_20396,P20,Edward Gibbon Wakefield,Wellington,London,Edward Gibbon Wakefield died in the city of,Peter Benjamin Graham,Melbourne,Peter Benjamin Graham died at
P20_20397,P20,Peter Benjamin Graham,Melbourne,London,Peter Benjamin Graham died at,Francesco di Maria,Naples,Francesco di Maria succumbed at
P20_20401,P20,Francesco di Maria,Naples,London,Francesco di Maria succumbed at,Ribeirinho,Lisbon,Ribeirinho expired at
P20_20533,P20,Ribeirinho,Lisbon,London,Ribeirinho expired at,Paul Robeson,Philadelphia,Paul Robeson passed away in
P20_20537,P20,Paul Robeson,Philadelphia,London,Paul Robeson passed away in,Hans Bol,Amsterdam,Hans Bol died in the city of
P20_20599,P20,Hans Bol,Amsterdam,London,Hans Bol died in the city of,Joseph Cordeiro,Karachi,Joseph Cordeiro died at
P20_20622,P20,Joseph Cordeiro,Karachi,London,Joseph Cordeiro died at,Markus Feldmann,Bern,Markus Feldmann passed away at
P20_20627,P20,Markus Feldmann,Bern,London,Markus Feldmann passed away at,Stanhope Forbes,Cornwall,Stanhope Forbes's life ended in
P20_20635,P20,Stanhope Forbes,Cornwall,London,Stanhope Forbes's life ended in,Frederic Eugene Ives,Philadelphia,Frederic Eugene Ives's life ended in
P20_20670,P20,Frederic Eugene Ives,Philadelphia,London,Frederic Eugene Ives's life ended in,Nicholas V,Rome,Nicholas V succumbed at
P20_20715,P20,Nicholas V,Rome,London,Nicholas V succumbed at,John Kemp,Canterbury,John Kemp died in
P20_20824,P20,John Kemp,Canterbury,London,John Kemp died in,Evgeny Lifshitz,Moscow,Evgeny Lifshitz died in
P20_20841,P20,Evgeny Lifshitz,Moscow,London,Evgeny Lifshitz died in,Thomas Whitelegg,London,Thomas Whitelegg died in
P20_20898,P20,Thomas Whitelegg,London,Paris,Thomas Whitelegg died in,Elisabeth Bykova,Moscow,Elisabeth Bykova died in
P20_20931,P20,Elisabeth Bykova,Moscow,London,Elisabeth Bykova died in,Lai Teck,Bangkok,Lai Teck succumbed at
P20_20933,P20,Lai Teck,Bangkok,London,Lai Teck succumbed at,Robert MacBryde,Dublin,Robert MacBryde lost their life at
P20_20951,P20,Robert MacBryde,Dublin,London,Robert MacBryde lost their life at,Annemarie Wendl,Munich,Annemarie Wendl died at
P20_20966,P20,Annemarie Wendl,Munich,London,Annemarie Wendl died at,Joan Waste,Derby,Joan Waste died in
P20_20992,P20,Joan Waste,Derby,London,Joan Waste died in,Matthew Pratt,Philadelphia,Matthew Pratt died in the city of
P20_20996,P20,Matthew Pratt,Philadelphia,London,Matthew Pratt died in the city of,Elbert Tuttle,Atlanta,Elbert Tuttle died in the city of
P20_21025,P20,Elbert Tuttle,Atlanta,London,Elbert Tuttle died in the city of,Philips Vingboons,Amsterdam,Philips Vingboons's life ended in
P20_21038,P20,Philips Vingboons,Amsterdam,London,Philips Vingboons's life ended in,Thomas Chalmers,Edinburgh,Thomas Chalmers's life ended in
P20_21042,P20,Thomas Chalmers,Edinburgh,London,Thomas Chalmers's life ended in,Jan Werner Danielsen,Oslo,Jan Werner Danielsen succumbed at
P20_21047,P20,Jan Werner Danielsen,Oslo,London,Jan Werner Danielsen succumbed at,Isaac Newton Arnold,Chicago,Isaac Newton Arnold died in the city of
P20_21071,P20,Isaac Newton Arnold,Chicago,London,Isaac Newton Arnold died in the city of,"Sir Henry Wilson, 1st Baronet",London,"Sir Henry Wilson, 1st Baronet died in"
P20_21078,P20,"Sir Henry Wilson, 1st Baronet",London,Paris,"Sir Henry Wilson, 1st Baronet died in",Saint Margaret of Scotland,Edinburgh,Saint Margaret of Scotland lost their life at
P20_21103,P20,Saint Margaret of Scotland,Edinburgh,London,Saint Margaret of Scotland lost their life at,Charles Grafly,Philadelphia,Charles Grafly died in the city of
P20_21116,P20,Charles Grafly,Philadelphia,London,Charles Grafly died in the city of,Little Walter,Chicago,Little Walter passed away in
P20_21156,P20,Little Walter,Chicago,London,Little Walter passed away in,Heinrich Joseph von Collin,Vienna,Heinrich Joseph von Collin lost their life at
P20_21160,P20,Heinrich Joseph von Collin,Vienna,London,Heinrich Joseph von Collin lost their life at,Francesco Satolli,Rome,Francesco Satolli died in the city of
P20_21216,P20,Francesco Satolli,Rome,London,Francesco Satolli died in the city of,Anne Redpath,Edinburgh,Anne Redpath died in the city of
P20_21231,P20,Anne Redpath,Edinburgh,London,Anne Redpath died in the city of,Pierre Cartellier,Paris,Pierre Cartellier passed away at
P20_21247,P20,Pierre Cartellier,Paris,London,Pierre Cartellier passed away at,Girolamo Frescobaldi,Rome,Girolamo Frescobaldi succumbed at
P20_21299,P20,Girolamo Frescobaldi,Rome,London,Girolamo Frescobaldi succumbed at,Jean-Joseph de Mondonville,Paris,Jean-Joseph de Mondonville passed away at
P20_21396,P20,Jean-Joseph de Mondonville,Paris,London,Jean-Joseph de Mondonville passed away at,Benno Moiseiwitsch,London,Benno Moiseiwitsch passed away at
P20_21409,P20,Benno Moiseiwitsch,London,Paris,Benno Moiseiwitsch passed away at,Chevalier de Saint-George,Paris,Chevalier de Saint-George passed away in
P20_21421,P20,Chevalier de Saint-George,Paris,London,Chevalier de Saint-George passed away in,John Dee,Surrey,John Dee succumbed at
P20_21424,P20,John Dee,Surrey,London,John Dee succumbed at,Tony Benn,London,Tony Benn died at
P20_21468,P20,Tony Benn,London,Paris,Tony Benn died at,Tomaso Albinoni,Venice,Tomaso Albinoni died at
P20_21506,P20,Tomaso Albinoni,Venice,London,Tomaso Albinoni died at,Ehrenfried Walther von Tschirnhaus,Dresden,Ehrenfried Walther von Tschirnhaus's life ended in
P20_21520,P20,Ehrenfried Walther von Tschirnhaus,Dresden,London,Ehrenfried Walther von Tschirnhaus's life ended in,Alexander VIII,Rome,Alexander VIII expired at
P20_21537,P20,Alexander VIII,Rome,London,Alexander VIII expired at,Ted Fujita,Chicago,Ted Fujita died at
P20_21565,P20,Ted Fujita,Chicago,London,Ted Fujita died at,Dimitri Kirsanoff,Paris,Dimitri Kirsanoff died at
P20_21620,P20,Dimitri Kirsanoff,Paris,London,Dimitri Kirsanoff died at,Theophil Hansen,Vienna,Theophil Hansen passed away at
P20_21694,P20,Theophil Hansen,Vienna,London,Theophil Hansen passed away at,Edward Bowring Stephens,London,Edward Bowring Stephens expired at
P20_21695,P20,Edward Bowring Stephens,London,Paris,Edward Bowring Stephens expired at,Francisco de Ibarra,Mexico,Francisco de Ibarra died at
P20_21744,P20,Francisco de Ibarra,Mexico,London,Francisco de Ibarra died at,Jan Bouman,Berlin,Jan Bouman's life ended in
P20_21756,P20,Jan Bouman,Berlin,London,Jan Bouman's life ended in,Sviatoslav Knushevitsky,Moscow,Sviatoslav Knushevitsky died in
P20_21777,P20,Sviatoslav Knushevitsky,Moscow,London,Sviatoslav Knushevitsky died in,Carl Friedrich Abel,London,Carl Friedrich Abel died in the city of
P20_21831,P20,Carl Friedrich Abel,London,Paris,Carl Friedrich Abel died in the city of,Paul Huet,Paris,Paul Huet expired at
P20_21872,P20,Paul Huet,Paris,London,Paul Huet expired at,Guillermo Barreto,Havana,Guillermo Barreto passed away at
P20_21888,P20,Guillermo Barreto,Havana,London,Guillermo Barreto passed away at,Wilkie Collins,London,Wilkie Collins's life ended in
P20_21893,P20,Wilkie Collins,London,Paris,Wilkie Collins's life ended in,Charles Alfred Pillsbury,Minneapolis,Charles Alfred Pillsbury expired at
P136_24,P136,Heath Brothers,jazz,opera,What does Heath Brothers play? They play,Sylvano Bussotti,opera,What does Sylvano Bussotti play? They play
P136_32,P136,Sylvano Bussotti,opera,jazz,What does Sylvano Bussotti play? They play,Frank Mantooth,jazz,What does Frank Mantooth play? They play
P136_101,P136,Frank Mantooth,jazz,opera,What does Frank Mantooth play? They play,Three Drives,trance,What does Three Drives play? They play
P136_149,P136,Three Drives,trance,jazz,What does Three Drives play? They play,Friday Night Dinner,sitcom,What does Friday Night Dinner play? They play
P136_229,P136,Friday Night Dinner,sitcom,jazz,What does Friday Night Dinner play? They play,Alberto Mazzucato,opera,What does Alberto Mazzucato play? They play
P136_257,P136,Alberto Mazzucato,opera,jazz,What does Alberto Mazzucato play? They play,Paul Chambers,jazz,"Paul Chambers, who plays"
P136_275,P136,Paul Chambers,jazz,opera,"Paul Chambers, who plays",Unfinished Tales,fantasy,"Unfinished Tales, who plays"
P136_286,P136,Unfinished Tales,fantasy,jazz,"Unfinished Tales, who plays",Jan Peerce,opera,Jan Peerce performs
P136_289,P136,Jan Peerce,opera,jazz,Jan Peerce performs,Jean-Luc Ponty,jazz,Jean-Luc Ponty plays
P136_291,P136,Jean-Luc Ponty,jazz,opera,Jean-Luc Ponty plays,Roy Hargrove,jazz,Roy Hargrove performs
P136_299,P136,Roy Hargrove,jazz,opera,Roy Hargrove performs,Piirpauke,jazz,What does Piirpauke play? They play
P136_318,P136,Piirpauke,jazz,opera,What does Piirpauke play? They play,Yellow Dog Records,jazz,What does Yellow Dog Records play? They play
P136_325,P136,Yellow Dog Records,jazz,opera,What does Yellow Dog Records play? They play,Gothika,thriller,Gothika performs
P136_353,P136,Gothika,thriller,jazz,Gothika performs,Babs Gonzales,jazz,The genre played by Babs Gonzales is
P136_392,P136,Babs Gonzales,jazz,opera,The genre played by Babs Gonzales is,Orphan Black,thriller,Orphan Black is known for performing
P136_431,P136,Orphan Black,thriller,jazz,Orphan Black is known for performing,Alex Cline,jazz,What does Alex Cline play? They play
P136_457,P136,Alex Cline,jazz,opera,What does Alex Cline play? They play,Ralph Lyford,opera,Ralph Lyford performs
P136_460,P136,Ralph Lyford,opera,jazz,Ralph Lyford performs,Milt Hinton,jazz,Milt Hinton performs
P136_464,P136,Milt Hinton,jazz,opera,Milt Hinton performs,Joe Darensbourg,jazz,Joe Darensbourg is known for performing
P136_510,P136,Joe Darensbourg,jazz,opera,Joe Darensbourg is known for performing,Eddie Barefield,jazz,Eddie Barefield plays
P136_521,P136,Eddie Barefield,jazz,opera,Eddie Barefield plays,Putte Wickman,jazz,The genre played by Putte Wickman is
P136_526,P136,Putte Wickman,jazz,opera,The genre played by Putte Wickman is,Margit Sandemo,fantasy,What does Margit Sandemo play? They play
P136_535,P136,Margit Sandemo,fantasy,jazz,What does Margit Sandemo play? They play,Matt Lavelle,jazz,Matt Lavelle is known for performing
P136_563,P136,Matt Lavelle,jazz,opera,Matt Lavelle is known for performing,Willie Bobo,jazz,Willie Bobo is known for performing
P136_574,P136,Willie Bobo,jazz,opera,Willie Bobo is known for performing,Loose Tubes,jazz,What does Loose Tubes play? They play
P136_578,P136,Loose Tubes,jazz,opera,What does Loose Tubes play? They play,Helen Sung,jazz,"Helen Sung, who plays"
P136_611,P136,Helen Sung,jazz,opera,"Helen Sung, who plays",Sal Mosca,jazz,The genre played by Sal Mosca is
P136_674,P136,Sal Mosca,jazz,opera,The genre played by Sal Mosca is,Harlem Hamfats,jazz,Harlem Hamfats plays
P136_743,P136,Harlem Hamfats,jazz,opera,Harlem Hamfats plays,Tony Gilroy,thriller,Tony Gilroy is known for performing
P136_803,P136,Tony Gilroy,thriller,jazz,Tony Gilroy is known for performing,The Glam Metal Detectives,sitcom,The Glam Metal Detectives plays
P136_880,P136,The Glam Metal Detectives,sitcom,jazz,The Glam Metal Detectives plays,Michael Bisio,jazz,Michael Bisio plays
P136_886,P136,Michael Bisio,jazz,opera,Michael Bisio plays,SFJAZZ Collective,jazz,SFJAZZ Collective plays
P136_969,P136,SFJAZZ Collective,jazz,opera,SFJAZZ Collective plays,Robert Cambert,opera,The genre played by Robert Cambert is
P136_1011,P136,Robert Cambert,opera,jazz,The genre played by Robert Cambert is,Steve Swell,jazz,Steve Swell performs
P136_1029,P136,Steve Swell,jazz,opera,Steve Swell performs,Kenny Wheeler,jazz,What does Kenny Wheeler play? They play
P136_1032,P136,Kenny Wheeler,jazz,opera,What does Kenny Wheeler play? They play,Pori Jazz,jazz,"Pori Jazz, who plays"
P136_1040,P136,Pori Jazz,jazz,opera,"Pori Jazz, who plays",Masada,jazz,Masada is known for performing
P136_1071,P136,Masada,jazz,opera,Masada is known for performing,Benedikt Schack,opera,"Benedikt Schack, who plays"
P136_1119,P136,Benedikt Schack,opera,jazz,"Benedikt Schack, who plays",Jean-Baptiste Lully,opera,"Jean-Baptiste Lully, who plays"
P136_1136,P136,Jean-Baptiste Lully,opera,jazz,"Jean-Baptiste Lully, who plays",The Constant Gardener,thriller,The Constant Gardener plays
